channel_name,post_id,text_short,link,post_datetime,current_views,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
Фичизм,18198,**Одна** **из киллер,https://t.me/fichism/726,2025-02-22 11:38:09,8589,3630.0 (42.26%),1370.0 (15.95%),550.0 (6.4%),264.0 (3.07%),443.0 (5.16%),157.0 (1.83%),630.0 (7.33%),215.0 (2.5%),76.0 (0.88%),93.0 (1.08%),138.0 (1.61%),68.0 (0.79%),80.0 (0.93%),55.0 (0.64%),49.0 (0.57%),218.0 (2.54%),60.0 (0.7%),71.0 (0.83%),51.0 (0.59%),38.0 (0.44%),40.0 (0.47%),71.0 (0.83%),39.0 (0.45%),33.0 (0.38%),18.0 (0.21%),24.0 (0.28%),15.0 (0.17%),27.0 (0.31%),13.0 (0.15%),23.0 (0.27%),18.0 (0.21%),12.0 (0.14%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
data.csv,18210,**Как делать сочные ,https://t.me/data_csv/1647,2025-02-22 11:15:12,1385,1175.0 (84.84%),210.0 (15.16%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,18209,**Деревья решений дл,https://t.me/nastengraph/4520,2025-02-22 11:02:19,6858,2801.0 (40.84%),717.0 (10.45%),540.0 (7.87%),240.0 (3.5%),187.0 (2.73%),95.0 (1.39%),546.0 (7.96%),248.0 (3.62%),205.0 (2.99%),124.0 (1.81%),134.0 (1.95%),77.0 (1.12%),51.0 (0.74%),162.0 (2.36%),63.0 (0.92%),86.0 (1.25%),50.0 (0.73%),32.0 (0.47%),31.0 (0.45%),92.0 (1.34%),34.0 (0.5%),15.0 (0.22%),56.0 (0.82%),33.0 (0.48%),31.0 (0.45%),28.0 (0.41%),61.0 (0.89%),31.0 (0.45%),22.0 (0.32%),30.0 (0.44%),31.0 (0.45%),5.0 (0.07%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Reveal the Data,18208,Датавиз из реальной ,https://t.me/revealthedata/1411,2025-02-22 10:23:50,9469,3107.0 (32.81%),552.0 (5.83%),774.0 (8.17%),757.0 (7.99%),224.0 (2.37%),1138.0 (12.02%),229.0 (2.42%),273.0 (2.88%),147.0 (1.55%),151.0 (1.59%),120.0 (1.27%),109.0 (1.15%),400.0 (4.22%),237.0 (2.5%),61.0 (0.64%),153.0 (1.62%),156.0 (1.65%),72.0 (0.76%),61.0 (0.64%),65.0 (0.69%),111.0 (1.17%),28.0 (0.3%),46.0 (0.49%),108.0 (1.14%),59.0 (0.62%),50.0 (0.53%),40.0 (0.42%),40.0 (0.42%),35.0 (0.37%),39.0 (0.41%),108.0 (1.14%),19.0 (0.2%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,18211,А вот и [рутьюб](htt,https://t.me/rockyourdata/5060,2025-02-22 08:30:04,8818,3046.0 (34.54%),822.0 (9.32%),532.0 (6.03%),792.0 (8.98%),769.0 (8.72%),317.0 (3.59%),87.0 (0.99%),92.0 (1.04%),753.0 (8.54%),564.0 (6.4%),153.0 (1.74%),94.0 (1.07%),91.0 (1.03%),52.0 (0.59%),58.0 (0.66%),48.0 (0.54%),30.0 (0.34%),50.0 (0.57%),39.0 (0.44%),54.0 (0.61%),63.0 (0.71%),46.0 (0.52%),60.0 (0.68%),42.0 (0.48%),32.0 (0.36%),53.0 (0.6%),27.0 (0.31%),36.0 (0.41%),7.0 (0.08%),3.0 (0.03%),5.0 (0.06%),1.0 (0.01%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,18197,[Дата с Димой - Эпиз,https://t.me/rockyourdata/5059,2025-02-22 06:32:46,8559,3173.0 (37.07%),665.0 (7.77%),360.0 (4.21%),471.0 (5.5%),895.0 (10.46%),363.0 (4.24%),73.0 (0.85%),63.0 (0.74%),1078.0 (12.59%),313.0 (3.66%),114.0 (1.33%),103.0 (1.2%),120.0 (1.4%),56.0 (0.65%),56.0 (0.65%),77.0 (0.9%),44.0 (0.51%),21.0 (0.25%),67.0 (0.78%),38.0 (0.44%),71.0 (0.83%),49.0 (0.57%),50.0 (0.58%),30.0 (0.35%),43.0 (0.5%),58.0 (0.68%),26.0 (0.3%),44.0 (0.51%),14.0 (0.16%),12.0 (0.14%),7.0 (0.08%),5.0 (0.06%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,18189,**Сергей Громов про ,https://t.me/leftjoin/1739,2025-02-21 19:03:04,13812,3510.0 (25.41%),258.0 (1.87%),1692.0 (12.25%),6332.0 (45.84%),414.0 (3.0%),326.0 (2.36%),140.0 (1.01%),67.0 (0.49%),44.0 (0.32%),55.0 (0.4%),33.0 (0.24%),236.0 (1.71%),171.0 (1.24%),94.0 (0.68%),16.0 (0.12%),15.0 (0.11%),21.0 (0.15%),41.0 (0.3%),40.0 (0.29%),26.0 (0.19%),39.0 (0.28%),14.0 (0.1%),12.0 (0.09%),19.0 (0.14%),25.0 (0.18%),58.0 (0.42%),26.0 (0.19%),19.0 (0.14%),21.0 (0.15%),14.0 (0.1%),11.0 (0.08%),23.0 (0.17%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Клуб анонимных аналитиков,18195,**Кому дашборд беспл,https://t.me/analyst_club/2294,2025-02-21 18:15:30,7869,2382.0 (30.27%),383.0 (4.87%),734.0 (9.33%),1077.0 (13.69%),646.0 (8.21%),288.0 (3.66%),113.0 (1.44%),69.0 (0.88%),210.0 (2.67%),646.0 (8.21%),147.0 (1.87%),115.0 (1.46%),57.0 (0.72%),158.0 (2.01%),53.0 (0.67%),124.0 (1.58%),60.0 (0.76%),57.0 (0.72%),42.0 (0.53%),74.0 (0.94%),58.0 (0.74%),46.0 (0.58%),28.0 (0.36%),68.0 (0.86%),30.0 (0.38%),43.0 (0.55%),52.0 (0.66%),27.0 (0.34%),10.0 (0.13%),17.0 (0.22%),46.0 (0.58%),9.0 (0.11%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,18190,- Почему Philips наз,https://t.me/fichism/725,2025-02-21 17:49:18,8487,4384.0 (51.66%),843.0 (9.93%),506.0 (5.96%),305.0 (3.59%),394.0 (4.64%),471.0 (5.55%),285.0 (3.36%),116.0 (1.37%),82.0 (0.97%),79.0 (0.93%),105.0 (1.24%),101.0 (1.19%),58.0 (0.68%),85.0 (1.0%),88.0 (1.04%),80.0 (0.94%),46.0 (0.54%),48.0 (0.57%),95.0 (1.12%),23.0 (0.27%),47.0 (0.55%),58.0 (0.68%),40.0 (0.47%),28.0 (0.33%),10.0 (0.12%),21.0 (0.25%),18.0 (0.21%),16.0 (0.19%),14.0 (0.16%),17.0 (0.2%),14.0 (0.16%),10.0 (0.12%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дашбордец,18196,"Котятки😻, 
Формат да",https://t.me/dashboardets/807,2025-02-21 17:05:35,2797,796.0 (28.46%),115.0 (4.11%),252.0 (9.01%),298.0 (10.65%),178.0 (6.36%),71.0 (2.54%),33.0 (1.18%),78.0 (2.79%),26.0 (0.93%),42.0 (1.5%),47.0 (1.68%),139.0 (4.97%),40.0 (1.43%),14.0 (0.5%),14.0 (0.5%),11.0 (0.39%),77.0 (2.75%),31.0 (1.11%),33.0 (1.18%),138.0 (4.93%),47.0 (1.68%),17.0 (0.61%),91.0 (3.25%),41.0 (1.47%),22.0 (0.79%),34.0 (1.22%),23.0 (0.82%),7.0 (0.25%),6.0 (0.21%),4.0 (0.14%),42.0 (1.5%),30.0 (1.07%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,18194,Если Яндекс сделает ,https://t.me/disruptors_official/2249,2025-02-21 16:37:15,36177,12255.0 (33.88%),1582.0 (4.37%),2803.0 (7.75%),1803.0 (4.98%),2459.0 (6.8%),1204.0 (3.33%),713.0 (1.97%),641.0 (1.77%),790.0 (2.18%),683.0 (1.89%),658.0 (1.82%),1009.0 (2.79%),349.0 (0.96%),728.0 (2.01%),723.0 (2.0%),797.0 (2.2%),834.0 (2.31%),647.0 (1.79%),790.0 (2.18%),451.0 (1.25%),294.0 (0.81%),331.0 (0.91%),657.0 (1.82%),968.0 (2.68%),362.0 (1.0%),426.0 (1.18%),845.0 (2.34%),168.0 (0.46%),57.0 (0.16%),57.0 (0.16%),51.0 (0.14%),42.0 (0.12%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,18193,В блоге у [RJ Andrew,https://t.me/nastengraph/4517,2025-02-21 16:35:10,5967,2767.0 (46.37%),528.0 (8.85%),659.0 (11.04%),155.0 (2.6%),212.0 (3.55%),148.0 (2.48%),69.0 (1.16%),173.0 (2.9%),128.0 (2.15%),113.0 (1.89%),33.0 (0.55%),120.0 (2.01%),68.0 (1.14%),98.0 (1.64%),65.0 (1.09%),92.0 (1.54%),72.0 (1.21%),30.0 (0.5%),31.0 (0.52%),28.0 (0.47%),41.0 (0.69%),24.0 (0.4%),24.0 (0.4%),65.0 (1.09%),26.0 (0.44%),26.0 (0.44%),19.0 (0.32%),30.0 (0.5%),63.0 (1.06%),19.0 (0.32%),32.0 (0.54%),9.0 (0.15%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
karpov.courses,18188,5 апреля наш шеф выс,https://t.me/KarpovCourses/2014,2025-02-21 16:24:30,7876,3747.0 (47.57%),466.0 (5.92%),333.0 (4.23%),709.0 (9.0%),379.0 (4.81%),824.0 (10.46%),175.0 (2.22%),191.0 (2.43%),64.0 (0.81%),39.0 (0.5%),96.0 (1.22%),107.0 (1.36%),60.0 (0.76%),87.0 (1.1%),56.0 (0.71%),34.0 (0.43%),19.0 (0.24%),79.0 (1.0%),78.0 (0.99%),17.0 (0.22%),38.0 (0.48%),28.0 (0.36%),11.0 (0.14%),16.0 (0.2%),15.0 (0.19%),30.0 (0.38%),33.0 (0.42%),15.0 (0.19%),16.0 (0.2%),13.0 (0.17%),12.0 (0.15%),89.0 (1.13%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Simulative,18178,**Вебинар: Как стать,https://t.me/simulative_official/2183,2025-02-21 15:54:01,3227,659.0 (20.42%),140.0 (4.34%),151.0 (4.68%),241.0 (7.47%),743.0 (23.02%),207.0 (6.41%),96.0 (2.97%),118.0 (3.66%),52.0 (1.61%),66.0 (2.05%),28.0 (0.87%),51.0 (1.58%),101.0 (3.13%),57.0 (1.77%),27.0 (0.84%),44.0 (1.36%),26.0 (0.81%),91.0 (2.82%),87.0 (2.7%),23.0 (0.71%),18.0 (0.56%),15.0 (0.46%),62.0 (1.92%),23.0 (0.71%),12.0 (0.37%),12.0 (0.37%),14.0 (0.43%),11.0 (0.34%),7.0 (0.22%),12.0 (0.37%),19.0 (0.59%),14.0 (0.43%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Аналитика и growth mind-set,18183,**Как тебя тянут наз,https://t.me/analyticsgrowthmindset/596,2025-02-21 14:36:05,9180,2356.0 (25.66%),331.0 (3.61%),323.0 (3.52%),270.0 (2.94%),189.0 (2.06%),207.0 (2.25%),184.0 (2.0%),134.0 (1.46%),90.0 (0.98%),146.0 (1.59%),135.0 (1.47%),111.0 (1.21%),104.0 (1.13%),1441.0 (15.7%),204.0 (2.22%),138.0 (1.5%),138.0 (1.5%),132.0 (1.44%),105.0 (1.14%),84.0 (0.92%),86.0 (0.94%),74.0 (0.81%),68.0 (0.74%),76.0 (0.83%),94.0 (1.02%),70.0 (0.76%),732.0 (7.97%),378.0 (4.12%),120.0 (1.31%),89.0 (0.97%),77.0 (0.84%),494.0 (5.38%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
